Kód obce,Obec,ORP,Okres,Kraj,Extent
578592,Třebčice,Nepomuk,Plzeň-jih,Plzeňský kraj,"POLYGON((-810943.52 -1102089.85,-810943.52 -1100430.35,-808595.24 -1100430.35,-808595.24 -1102089.85,-810943.52 -1102089.85))"
571041,Třebechovice pod Orebem,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-633209.64 -1048339.49,-633209.64 -1041546.74,-626117.5 -1041546.74,-626117.5 -1048339.49,-633209.64 -1048339.49))"
563153,Třebějice,Soběslav,Tábor,Jihočeský kraj,"POLYGON((-729521.12 -1142160.34,-729521.12 -1138200.46,-725355.74 -1138200.46,-725355.74 -1142160.34,-729521.12 -1142160.34))"
591858,Třebelovice,Moravské Budějovice,Třebíč,Kraj Vysočina,"POLYGON((-671637.58 -1174367.08,-671637.58 -1168993.74,-666337.3 -1168993.74,-666337.3 -1174367.08,-671637.58 -1174367.08))"
539023,Třebeň,Cheb,Cheb,Karlovarský kraj,"POLYGON((-888008.1 -1020419.48,-888008.1 -1014056.13,-881794.47 -1014056.13,-881794.47 -1020419.48,-888008.1 -1020419.48))"
565768,Třebenice,Lovosice,Litoměřice,Ústecký kraj,"POLYGON((-773890 -997920.8,-773890 -988961.81,-765133.45 -988961.81,-765133.45 -997920.8,-773890 -997920.8))"
591866,Třebenice,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-643912.16 -1161310.73,-643912.16 -1157063.92,-637620.16 -1157063.92,-637620.16 -1161310.73,-643912.16 -1161310.73))"
532304,Třebešice,Benešov,Benešov,Středočeský kraj,"POLYGON((-720216.48 -1082312.29,-720216.48 -1079553.89,-716880.65 -1079553.89,-716880.65 -1082312.29,-720216.48 -1082312.29))"
530981,Třebešice,Čáslav,Kutná Hora,Středočeský kraj,"POLYGON((-681590.56 -1070924.17,-681590.56 -1067454.27,-677506.6 -1067454.27,-677506.6 -1070924.17,-681590.56 -1070924.17))"
576832,Třebešov,Rychnov nad Kněžnou,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-616356.6 -1050820.49,-616356.6 -1048489.55,-614134.57 -1048489.55,-614134.57 -1050820.49,-616356.6 -1050820.49))"
537896,Třebestovice,Nymburk,Nymburk,Středočeský kraj,"POLYGON((-705521.29 -1045526.22,-705521.29 -1043393.22,-702913.15 -1043393.22,-702913.15 -1045526.22,-705521.29 -1045526.22))"
562327,Třebětice,Dačice,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-680977.25 -1169549.28,-680977.25 -1166848.64,-676768.29 -1166848.64,-676768.29 -1169549.28,-680977.25 -1169549.28))"
589098,Třebětice,Holešov,Kroměříž,Zlínský kraj,"POLYGON((-531945.42 -1155356.86,-531945.42 -1152708.37,-528489.02 -1152708.37,-528489.02 -1155356.86,-531945.42 -1155356.86))"
530972,Třebětín,Kutná Hora,Kutná Hora,Středočeský kraj,"POLYGON((-689201.67 -1088037.15,-689201.67 -1081663.92,-684599.03 -1081663.92,-684599.03 -1088037.15,-689201.67 -1088037.15))"
590266,Třebíč,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-655307.6 -1158064.8,-655307.6 -1146318.53,-645359.18 -1146318.53,-645359.18 -1158064.8,-655307.6 -1158064.8))"
532959,Třebichovice,Kladno,Kladno,Středočeský kraj,"POLYGON((-766845.18 -1029660.75,-766845.18 -1026726.62,-763349.79 -1026726.62,-763349.79 -1029660.75,-766845.18 -1029660.75))"
579769,Třebihošť,Dvůr Králové nad Labem,Trutnov,Královéhradecký kraj,"POLYGON((-649083.97 -1019420.1,-649083.97 -1013208.51,-643424.78 -1013208.51,-643424.78 -1019420.1,-649083.97 -1019420.1))"
565776,Třebívlice,Lovosice,Litoměřice,Ústecký kraj,"POLYGON((-775705.96 -998797.3,-775705.96 -991873.68,-771436.31 -991873.68,-771436.31 -998797.3,-775705.96 -998797.3))"
532967,Třebíz,Slaný,Kladno,Středočeský kraj,"POLYGON((-773157.1 -1019604.49,-773157.1 -1017554.86,-768290.29 -1017554.86,-768290.29 -1019604.49,-773157.1 -1019604.49))"
573612,Třebnouševes,Hořice,Jičín,Královéhradecký kraj,"POLYGON((-653672.99 -1028746.79,-653672.99 -1025191.8,-650752.54 -1025191.8,-650752.54 -1028746.79,-653672.99 -1028746.79))"
542504,Třeboc,Rakovník,Rakovník,Středočeský kraj,"POLYGON((-790096.24 -1024271.73,-790096.24 -1019506.55,-784338.48 -1019506.55,-784338.48 -1024271.73,-790096.24 -1024271.73))"
551899,Třebohostice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-797302.28 -1123573.92,-797302.28 -1118685.08,-793453.38 -1118685.08,-793453.38 -1123573.92,-797302.28 -1123573.92))"
569101,Třebom,Kravaře,Opava,Moravskoslezský kraj,"POLYGON((-488545.96 -1078302.15,-488545.96 -1074468.17,-484150.74 -1074468.17,-484150.74 -1078302.15,-488545.96 -1078302.15))"
547336,Třeboň,Třeboň,Jindřichův Hradec,Jihočeský kraj,"POLYGON((-740341.65 -1173234.83,-740341.65 -1158153.52,-726396.28 -1158153.52,-726396.28 -1173234.83,-740341.65 -1173234.83))"
571741,Třebonín,Čáslav,Kutná Hora,Středočeský kraj,"POLYGON((-684185.59 -1076853.14,-684185.59 -1074462.06,-681745.78 -1074462.06,-681745.78 -1076853.14,-684185.59 -1076853.14))"
572985,Třebosice,Pardubice,Pardubice,Pardubický kraj,"POLYGON((-651654.36 -1066030.4,-651654.36 -1063006.97,-649686.64 -1063006.97,-649686.64 -1066030.4,-651654.36 -1066030.4))"
539759,Třebotov,Černošice,Praha-západ,Středočeský kraj,"POLYGON((-755951.19 -1056044.9,-755951.19 -1053339.13,-751579.85 -1053339.13,-751579.85 -1056044.9,-755951.19 -1056044.9))"
581071,Třebovice,Česká Třebová,Ústí nad Orlicí,Pardubický kraj,"POLYGON((-600206.09 -1087515.3,-600206.09 -1083815.39,-595435.25 -1083815.39,-595435.25 -1087515.3,-600206.09 -1087515.3))"
533751,Třebovle,Kolín,Kolín,Středočeský kraj,"POLYGON((-707014.6 -1056738.49,-707014.6 -1052101.96,-702090.77 -1052101.96,-702090.77 -1056738.49,-707014.6 -1056738.49))"
541451,Třebsko,Příbram,Příbram,Středočeský kraj,"POLYGON((-783483.6 -1091170.61,-783483.6 -1088591.61,-781076.24 -1088591.61,-781076.24 -1091170.61,-783483.6 -1091170.61))"
532975,Třebusice,Kladno,Kladno,Středočeský kraj,"POLYGON((-760306.67 -1029505.55,-760306.67 -1026590.35,-756340.92 -1026590.35,-756340.92 -1029505.55,-760306.67 -1029505.55))"
565792,Třebušín,Litoměřice,Litoměřice,Ústecký kraj,"POLYGON((-752684.77 -986703.52,-752684.77 -981294.97,-746653.28 -981294.97,-746653.28 -986703.52,-752684.77 -986703.52))"
597911,Třemešná,Krnov,Bruntál,Moravskoslezský kraj,"POLYGON((-522593.97 -1059008.13,-522593.97 -1053289.26,-515173.09 -1053289.26,-515173.09 -1059008.13,-522593.97 -1059008.13))"
561304,Třemešné,Tachov,Tachov,Plzeňský kraj,"POLYGON((-883210.27 -1079293.63,-883210.27 -1071234.15,-869197.69 -1071234.15,-869197.69 -1079293.63,-883210.27 -1079293.63))"
559521,Třemošná,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-823834.06 -1063701.33,-823834.06 -1058949.04,-817346.9 -1058949.04,-817346.9 -1063701.33,-823834.06 -1063701.33))"
572411,Třemošnice,Chrudim,Chrudim,Pardubický kraj,"POLYGON((-665665.84 -1081034.42,-665665.84 -1075296.2,-657364.1 -1075296.2,-657364.1 -1081034.42,-665665.84 -1081034.42))"
550311,Třesov,Náměšť nad Oslavou,Třebíč,Kraj Vysočina,"POLYGON((-638132.12 -1159836.01,-638132.12 -1155942.04,-634716.52 -1155942.04,-634716.52 -1159836.01,-638132.12 -1159836.01))"
571059,Třesovice,Hradec Králové,Hradec Králové,Královéhradecký kraj,"POLYGON((-652040.16 -1037105.32,-652040.16 -1034376.8,-648287.34 -1034376.8,-648287.34 -1037105.32,-652040.16 -1037105.32))"
536679,Třešovice,Strakonice,Strakonice,Jihočeský kraj,"POLYGON((-789148.29 -1136512.89,-789148.29 -1134051.53,-786009.25 -1134051.53,-786009.25 -1136512.89,-789148.29 -1136512.89))"
588032,Třešť,Jihlava,Jihlava,Kraj Vysočina,"POLYGON((-683124.15 -1143548.53,-683124.15 -1134659.45,-672640.36 -1134659.45,-672640.36 -1143548.53,-683124.15 -1143548.53))"
588041,Třeštice,Jihlava,Jihlava,Kraj Vysočina,"POLYGON((-682361.23 -1146822.41,-682361.23 -1143360.11,-678905.1 -1143360.11,-678905.1 -1146822.41,-682361.23 -1146822.41))"
553336,Třeština,Mohelnice,Šumperk,Olomoucký kraj,"POLYGON((-567677.23 -1097756.19,-567677.23 -1095221.67,-564171.03 -1095221.67,-564171.03 -1097756.19,-567677.23 -1097756.19))"
554359,Trhanov,Domažlice,Domažlice,Plzeňský kraj,"POLYGON((-866770.01 -1100926.61,-866770.01 -1097863.78,-864930.21 -1097863.78,-864930.21 -1100926.61,-866770.01 -1100926.61))"
572390,Trhová Kamenice,Hlinsko,Chrudim,Pardubický kraj,"POLYGON((-651214.73 -1090815.93,-651214.73 -1084644.74,-645306.41 -1084644.74,-645306.41 -1090815.93,-651214.73 -1090815.93))"
598429,Trhové Dušníky,Příbram,Příbram,Středočeský kraj,"POLYGON((-778635.34 -1081499.05,-778635.34 -1077907.75,-775186.31 -1077907.75,-775186.31 -1081499.05,-778635.34 -1081499.05))"
545171,Trhové Sviny,Trhové Sviny,České Budějovice,Jihočeský kraj,"POLYGON((-752734.44 -1186680.94,-752734.44 -1177131.87,-741170.2 -1177131.87,-741170.2 -1186680.94,-752734.44 -1186680.94))"
530816,Trhový Štěpánov,Vlašim,Benešov,Středočeský kraj,"POLYGON((-708958.1 -1093405.69,-708958.1 -1084771.39,-700802.83 -1084771.39,-700802.83 -1093405.69,-708958.1 -1093405.69))"
504921,Třibřichy,Chrudim,Chrudim,Pardubický kraj,"POLYGON((-651778.71 -1069777.8,-651778.71 -1066947.6,-648706.14 -1066947.6,-648706.14 -1069777.8,-651778.71 -1069777.8))"
533769,Tři Dvory,Kolín,Kolín,Středočeský kraj,"POLYGON((-685822.21 -1058637.2,-685822.21 -1054918.82,-683267.81 -1054918.82,-683267.81 -1058637.2,-685822.21 -1058637.2))"
598810,Třinec,Třinec,Frýdek-Místek,Moravskoslezský kraj,"POLYGON((-451554.32 -1132404.75,-451554.32 -1116621.32,-440699.34 -1116621.32,-440699.34 -1132404.75,-451554.32 -1132404.75))"
554880,Tři Sekery,Mariánské Lázně,Cheb,Karlovarský kraj,"POLYGON((-879112.73 -1044983.63,-879112.73 -1036209.3,-869402.89 -1036209.3,-869402.89 -1044983.63,-879112.73 -1044983.63))"
587753,Tři Studně,Nové Město na Moravě,Žďár nad Sázavou,Kraj Vysočina,"POLYGON((-636330.67 -1110701.63,-636330.67 -1106797.2,-633198.56 -1106797.2,-633198.56 -1110701.63,-636330.67 -1110701.63))"
553697,Trmice,Ústí nad Labem,Ústí nad Labem,Ústecký kraj,"POLYGON((-765967.72 -980302.96,-765967.72 -976492.43,-762628.81 -976492.43,-762628.81 -980302.96,-765967.72 -980302.96))"
591840,Trnava,Třebíč,Třebíč,Kraj Vysočina,"POLYGON((-649237.6 -1150574.35,-649237.6 -1146322.5,-644037.58 -1146322.5,-644037.58 -1150574.35,-649237.6 -1150574.35))"
585866,Trnava,Vizovice,Zlín,Zlínský kraj,"POLYGON((-510944 -1162151.64,-510944 -1155260.65,-503553.05 -1155260.65,-503553.05 -1162151.64,-510944 -1162151.64))"
569755,Trnávka,Kopřivnice,Nový Jičín,Moravskoslezský kraj,"POLYGON((-481090.08 -1118865.4,-481090.08 -1115732.37,-477819.21 -1115732.37,-477819.21 -1118865.4,-481090.08 -1118865.4))"
530794,Trnávka,Přelouč,Pardubice,Pardubický kraj,"POLYGON((-671592.47 -1059508.03,-671592.47 -1056895.13,-668888.9 -1056895.13,-668888.9 -1059508.03,-671592.47 -1059508.03))"
576824,Trnov,Dobruška,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-620289.96 -1044450.21,-620289.96 -1039825.96,-614961.77 -1039825.96,-614961.77 -1044450.21,-620289.96 -1044450.21))"
598313,Trnová,Černošice,Praha-západ,Středočeský kraj,"POLYGON((-750676.77 -1062953.65,-750676.77 -1060308.27,-748026.48 -1060308.27,-748026.48 -1062953.65,-750676.77 -1062953.65))"
559504,Trnová,Nýřany,Plzeň-sever,Plzeňský kraj,"POLYGON((-826241.52 -1058376.83,-826241.52 -1055393.4,-821364.17 -1055393.4,-821364.17 -1058376.83,-826241.52 -1058376.83))"
542407,Trnovany,Litoměřice,Litoměřice,Ústecký kraj,"POLYGON((-754553.17 -991563.38,-754553.17 -989187.3,-751650.45 -989187.3,-751650.45 -991563.38,-754553.17 -991563.38))"
594954,Trnové Pole,Moravský Krumlov,Znojmo,Jihomoravský kraj,"POLYGON((-616839.28 -1188223.31,-616839.28 -1185521.83,-613211.76 -1185521.83,-613211.76 -1188223.31,-616839.28 -1188223.31))"
599999,Trojanovice,Frenštát pod Radhoštěm,Nový Jičín,Moravskoslezský kraj,"POLYGON((-482396.54 -1140504.09,-482396.54 -1133024.9,-473158.21 -1133024.9,-473158.21 -1140504.09,-482396.54 -1140504.09))"
572403,Trojovice,Chrudim,Chrudim,Pardubický kraj,"POLYGON((-639762.2 -1074369.6,-639762.2 -1071972.08,-638145.56 -1071972.08,-638145.56 -1074369.6,-639762.2 -1074369.6))"
579246,Trokavec,Rokycany,Rokycany,Plzeňský kraj,"POLYGON((-802943.07 -1085058.89,-802943.07 -1082266.08,-799632.33 -1082266.08,-799632.33 -1085058.89,-802943.07 -1085058.89))"
594962,Troskotovice,Pohořelice,Brno-venkov,Jihomoravský kraj,"POLYGON((-615960.19 -1193163.37,-615960.19 -1187384.26,-611166.32 -1187384.26,-611166.32 -1193163.37,-615960.19 -1193163.37))"
577600,Troskovice,Turnov,Semily,Liberecký kraj,"POLYGON((-683180.46 -1005668.14,-683180.46 -1002175.48,-678689.87 -1002175.48,-678689.87 -1005668.14,-683180.46 -1005668.14))"
579751,Trotina,Dvůr Králové nad Labem,Trutnov,Královéhradecký kraj,"POLYGON((-647487.99 -1020810.91,-647487.99 -1018302.82,-645859.67 -1018302.82,-645859.67 -1020810.91,-647487.99 -1020810.91))"
505293,Troubelice,Uničov,Olomouc,Olomoucký kraj,"POLYGON((-560428.4 -1098512.51,-560428.4 -1093214.78,-553985.23 -1093214.78,-553985.23 -1098512.51,-560428.4 -1098512.51))"
519651,Troubky,Přerov,Přerov,Olomoucký kraj,"POLYGON((-545033.3 -1145649.19,-545033.3 -1137459.72,-536981.19 -1137459.72,-536981.19 -1145649.19,-545033.3 -1145649.19))"
589080,Troubky-Zdislavice,Kroměříž,Kroměříž,Zlínský kraj,"POLYGON((-552192.14 -1164744.08,-552192.14 -1160474.5,-547521.8 -1160474.5,-547521.8 -1164744.08,-552192.14 -1164744.08))"
584029,Troubsko,Šlapanice,Brno-venkov,Jihomoravský kraj,"POLYGON((-608731.71 -1164353.04,-608731.71 -1160843.26,-603952.75 -1160843.26,-603952.75 -1164353.04,-608731.71 -1164353.04))"
547921,Trpík,Lanškroun,Ústí nad Orlicí,Pardubický kraj,"POLYGON((-594402.77 -1090111.34,-594402.77 -1087707.8,-591802.05 -1087707.8,-591802.05 -1090111.34,-594402.77 -1090111.34))"
578886,Trpín,Polička,Svitavy,Pardubický kraj,"POLYGON((-611120.22 -1117481.33,-611120.22 -1111633.67,-606586.71 -1111633.67,-606586.71 -1117481.33,-611120.22 -1117481.33))"
569623,Trpišovice,Světlá nad Sázavou,Havlíčkův Brod,Kraj Vysočina,"POLYGON((-685825.72 -1100834.22,-685825.72 -1096885.99,-681992.84 -1096885.99,-681992.84 -1100834.22,-685825.72 -1100834.22))"
561291,Trpísty,Stříbro,Tachov,Plzeňský kraj,"POLYGON((-846982.58 -1059735.86,-846982.58 -1056007.03,-842011.92 -1056007.03,-842011.92 -1059735.86,-846982.58 -1059735.86))"
505366,Tršice,Olomouc,Olomouc,Olomoucký kraj,"POLYGON((-539878.51 -1131117.1,-539878.51 -1124677.27,-532369.29 -1124677.27,-532369.29 -1131117.1,-539878.51 -1131117.1))"
578894,Trstěnice,Litomyšl,Svitavy,Pardubický kraj,"POLYGON((-614889.82 -1095153.91,-614889.82 -1090893.68,-605666.29 -1090893.68,-605666.29 -1095153.91,-614889.82 -1095153.91))"
554855,Trstěnice,Mariánské Lázně,Cheb,Karlovarský kraj,"POLYGON((-873559.64 -1046177.81,-873559.64 -1040799.62,-866790.45 -1040799.62,-866790.45 -1046177.81,-873559.64 -1046177.81))"
594971,Trstěnice,Moravský Krumlov,Znojmo,Jihomoravský kraj,"POLYGON((-633233.25 -1183406.24,-633233.25 -1177025.23,-628947.02 -1177025.23,-628947.02 -1183406.24,-633233.25 -1183406.24))"
573639,Třtěnice,Jičín,Jičín,Královéhradecký kraj,"POLYGON((-667267.65 -1022173.3,-667267.65 -1019613.4,-662972.81 -1019613.4,-662972.81 -1022173.3,-667267.65 -1022173.3))"
542512,Třtice,Rakovník,Rakovník,Středočeský kraj,"POLYGON((-783198.52 -1027979.66,-783198.52 -1024270.31,-778957.81 -1024270.31,-778957.81 -1027979.66,-783198.52 -1027979.66))"
533106,Trubín,Beroun,Beroun,Středočeský kraj,"POLYGON((-776936.32 -1055622.85,-776936.32 -1053742.27,-773767.35 -1053742.27,-773767.35 -1055622.85,-776936.32 -1055622.85))"
531880,Trubská,Beroun,Beroun,Středočeský kraj,"POLYGON((-776539.05 -1054376.13,-776539.05 -1052741.66,-773659.08 -1052741.66,-773659.08 -1054376.13,-776539.05 -1054376.13))"
536512,Truskovice,Vodňany,Strakonice,Jihočeský kraj,"POLYGON((-779572.05 -1150093.06,-779572.05 -1147733.01,-775540.84 -1147733.01,-775540.84 -1150093.06,-779572.05 -1150093.06))"
575828,Trusnov,Holice,Pardubice,Pardubický kraj,"POLYGON((-629978.87 -1069888.71,-629978.87 -1064767.39,-626415.15 -1064767.39,-626415.15 -1069888.71,-629978.87 -1069888.71))"
579025,Trutnov,Trutnov,Trutnov,Královéhradecký kraj,"POLYGON((-635314.55 -1011864.27,-635314.55 -994210.13,-623707.18 -994210.13,-623707.18 -1011864.27,-635314.55 -1011864.27))"
572616,Tržek,Litomyšl,Svitavy,Pardubický kraj,"POLYGON((-616671.82 -1083091.45,-616671.82 -1080616.02,-614277.6 -1080616.02,-614277.6 -1083091.45,-616671.82 -1083091.45))"
553239,Tučapy,Soběslav,Tábor,Jihočeský kraj,"POLYGON((-729836.79 -1136816.33,-729836.79 -1130880.55,-724662.63 -1130880.55,-724662.63 -1136816.33,-729836.79 -1136816.33))"
592714,Tučapy,Uherské Hradiště,Uherské Hradiště,Zlínský kraj,"POLYGON((-548171.63 -1183394.37,-548171.63 -1181266.93,-546494.61 -1181266.93,-546494.61 -1183394.37,-548171.63 -1183394.37))"
593648,Tučapy,Vyškov,Vyškov,Jihomoravský kraj,"POLYGON((-577022.53 -1161021.58,-577022.53 -1157855.66,-573824.08 -1157855.66,-573824.08 -1161021.58,-577022.53 -1161021.58))"
532983,Tuchlovice,Kladno,Kladno,Středočeský kraj,"POLYGON((-774155.11 -1035389.55,-774155.11 -1030795.97,-768325.7 -1030795.97,-768325.7 -1035389.55,-774155.11 -1035389.55))"
539767,Tuchoměřice,Černošice,Praha-západ,Středočeský kraj,"POLYGON((-754314.2 -1038588.38,-754314.2 -1034832.55,-749568.99 -1034832.55,-749568.99 -1038588.38,-754314.2 -1038588.38))"
533777,Tuchoraz,Český Brod,Kolín,Středočeský kraj,"POLYGON((-715401.33 -1053626.39,-715401.33 -1050058.85,-711676.93 -1050058.85,-711676.93 -1053626.39,-715401.33 -1053626.39))"
566853,Tuchořice,Žatec,Louny,Ústecký kraj,"POLYGON((-797443.65 -1020252.47,-797443.65 -1011417.75,-791881.64 -1011417.75,-791881.64 -1020252.47,-797443.65 -1020252.47))"
520047,Tučín,Přerov,Přerov,Olomoucký kraj,"POLYGON((-531891.2 -1139468.34,-531891.2 -1137173.52,-527929.59 -1137173.52,-527929.59 -1139468.34,-531891.2 -1139468.34))"
546267,Tuhaň,Česká Lípa,Česká Lípa,Liberecký kraj,"POLYGON((-736072.78 -995265.43,-736072.78 -987965.85,-729581.6 -987965.85,-729581.6 -995265.43,-736072.78 -995265.43))"
531561,Tuhaň,Mělník,Mělník,Středočeský kraj,"POLYGON((-734156.2 -1022350.31,-734156.2 -1019706.58,-730452.33 -1019706.58,-730452.33 -1022350.31,-734156.2 -1022350.31))"
533785,Tuklaty,Český Brod,Kolín,Středočeský kraj,"POLYGON((-720888.41 -1048221.94,-720888.41 -1044610.14,-717259.14 -1044610.14,-717259.14 -1048221.94,-720888.41 -1048221.94))"
594989,Tulešice,Moravský Krumlov,Znojmo,Jihomoravský kraj,"POLYGON((-631751.19 -1176159.85,-631751.19 -1173403.19,-626579.19 -1173403.19,-626579.19 -1176159.85,-631751.19 -1176159.85))"
572420,Tuněchody,Chrudim,Chrudim,Pardubický kraj,"POLYGON((-645277.05 -1069426.8,-645277.05 -1065533.11,-642230.09 -1065533.11,-642230.09 -1069426.8,-645277.05 -1069426.8))"
534480,Tupadly,Čáslav,Kutná Hora,Středočeský kraj,"POLYGON((-678573.28 -1077711.54,-678573.28 -1072881.62,-675193.9 -1072881.62,-675193.9 -1077711.54,-678573.28 -1077711.54))"
529583,Tupadly,Mělník,Mělník,Středočeský kraj,"POLYGON((-735446.02 -1005310.3,-735446.02 -1001814.04,-731997.45 -1001814.04,-731997.45 -1005310.3,-735446.02 -1005310.3))"
592722,Tupesy,Uherské Hradiště,Uherské Hradiště,Zlínský kraj,"POLYGON((-544933.88 -1179944.82,-544933.88 -1175854.93,-542201.44 -1175854.93,-542201.44 -1179944.82,-544933.88 -1179944.82))"
573647,Tuř,Jičín,Jičín,Královéhradecký kraj,"POLYGON((-670128.41 -1019125.1,-670128.41 -1016917.16,-665278.63 -1016917.16,-665278.63 -1019125.1,-670128.41 -1019125.1))"
539619,Tuřany,Cheb,Cheb,Karlovarský kraj,"POLYGON((-880530.7 -1023932.47,-880530.7 -1021189.82,-876029.32 -1021189.82,-876029.32 -1023932.47,-880530.7 -1023932.47))"
532177,Tuřany,Slaný,Kladno,Středočeský kraj,"POLYGON((-770890.8 -1023824.63,-770890.8 -1021477.63,-766849.06 -1021477.63,-766849.06 -1023824.63,-770890.8 -1023824.63))"
570982,Tuřice,Mladá Boleslav,Mladá Boleslav,Středočeský kraj,"POLYGON((-717733.49 -1029377,-717733.49 -1025646.74,-715354.13 -1025646.74,-715354.13 -1029377,-717733.49 -1029377))"
575844,Turkovice,Přelouč,Pardubice,Pardubický kraj,"POLYGON((-666097.42 -1069051.94,-666097.42 -1066868.79,-661876.74 -1066868.79,-661876.74 -1069051.94,-666097.42 -1069051.94))"
577626,Turnov,Turnov,Semily,Liberecký kraj,"POLYGON((-686041.49 -998707.94,-686041.49 -990701.29,-680519.22 -990701.29,-680519.22 -998707.94,-686041.49 -998707.94))"
551601,Turovec,Tábor,Tábor,Jihočeský kraj,"POLYGON((-732249.33 -1127956.34,-732249.33 -1120892.25,-727494.14 -1120892.25,-727494.14 -1127956.34,-732249.33 -1127956.34))"
552836,Turovice,Přerov,Přerov,Olomoucký kraj,"POLYGON((-526453.88 -1144567.47,-526453.88 -1141470.21,-524710.53 -1141470.21,-524710.53 -1144567.47,-526453.88 -1144567.47))"
539775,Tursko,Černošice,Praha-západ,Středočeský kraj,"POLYGON((-749481.78 -1032951.62,-749481.78 -1028314.23,-746134.45 -1028314.23,-746134.45 -1032951.62,-749481.78 -1032951.62))"
598330,Tušovice,Příbram,Příbram,Středočeský kraj,"POLYGON((-780123.63 -1096888.89,-780123.63 -1093990.11,-777564.16 -1093990.11,-777564.16 -1096888.89,-780123.63 -1096888.89))"
576841,Tutleky,Kostelec nad Orlicí,Rychnov nad Kněžnou,Královéhradecký kraj,"POLYGON((-614049.6 -1055357.29,-614049.6 -1052368.1,-610076.91 -1052368.1,-610076.91 -1055357.29,-614049.6 -1055357.29))"
553522,Tužice,Horažďovice,Klatovy,Plzeňský kraj,"POLYGON((-820538.82 -1117175.26,-820538.82 -1114905.79,-818476.18 -1114905.79,-818476.18 -1117175.26,-820538.82 -1117175.26))"
584037,Tvarožná,Šlapanice,Brno-venkov,Jihomoravský kraj,"POLYGON((-587673.88 -1164748.87,-587673.88 -1158563.98,-584643.7 -1158563.98,-584643.7 -1164748.87,-587673.88 -1164748.87))"
